source_manifest_sha256,asset_sha256,asset_url,asset_width,asset_height,asset_classification,visual_subject,mapping_ordinal,sku,asin,slot,mapping_result,expected_recipe_keys,represented_recipe_keys,missing_recipe_keys,sku_conclusion,sku_defects,sku_required_actions
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,61,AY-AS5F-JEY9,B0H83MWTM7,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,85,BD-ASGH-LREJ,B0H86Z59DW,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,93,BH-AS7H-D4FV,B0H853MCYZ,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|PB_BLACKBERRY,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,117,BK-AS5Z-8UY5,B0H85JF1V1,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|PB_BLACKBERRY,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,147,BY-ASY2-8UJJ,B0H83789KC,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,254,EW-ASWP-PMZX,B0H891WSZ9,GALLERY_7,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_STRAWBERRY,,,KEEP,,
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,265,EZ-ASLA-Y7MZ,B0H83GBJLW,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,281,FM-AS51-S4MT,B0H853VHRF,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|PB_CHOCOLATE_FLAVORED_SPREAD,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,401,HZ-ASPS-4L22,B0H857K38C,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|PB_BLUEBERRY_PROTEIN,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,425,JL-ASUC-JUZE,B0H831MXGD,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,457,JU-ASYC-SSJD,B0H854C7SZ,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|WHOLE_WHEAT_PB_GRAPE,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,497,LH-ASP7-KZR4,B0H82XNFRW,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,505,LJ-ASYO-FWJK,B0H853SHVC,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|CHOCOLATE_HAZELNUT,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,545,MF-AS0J-YRT4,B0H82NHQCL,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,553,MP-ASYO-QNU2,B0H84Z9KWL,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|PB_GRAPE,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,575,NJ-ASAC-PTK2,B0H82X48CD,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,629,PJ-ASDX-E8LW,B0H85MGP35,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|PB_MIXED_BERRY_MORNING_PROTEIN,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,659,PT-AS5B-Z2XH,B0H84Z6QWY,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|PB_GRAPE,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,702,QE-ASEQ-4YV5,B0H82CBLRM,GALLERY_7,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_STRAWBERRY,,,KEEP,,
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,707,QP-ASAD-PTLX,B0H85DG2JQ,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|PB_APPLE_CINNAMON_PROTEIN,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,747,RH-ASWA-ER34,B0H85JR6WN,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|CHOCOLATE_HAZELNUT,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,777,RQ-AS0L-9B45,B0H85MQLHG,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|PB_APPLE_CINNAMON_PROTEIN,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,801,RR-ASG1-JVKV,B0H8361PYX,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,833,RY-ASO3-24Q2,B0H84XMG42,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|PB_MIXED_BERRY_MORNING_PROTEIN,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,979,UD-AS9J-QNY6,B0H834L7P6,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY,,,REBUILD_GALLERY,NON_EXACT_MULTI_FLAVOR_PROMO,REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,1006,UG-ASUO-L4D9,B0H83FP8WW,GALLERY_7,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_STRAWBERRY,,,KEEP,,
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,1049,VH-ASHZ-TJEE,B0H856VWD6,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,WHOLE_WHEAT_PB_STRAWBERRY|PB_MIXED_BERRY_MORNING_PROTEIN,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
aeea0813c67584d5d082186fca92535487b7a96de1dedd9e0e0bb67930944f02,09e96cd0c9e270c588d480e2232a5d69115f0b75748edfc5278873044831ef3e,https://m.media-amazon.com/images/I/61v+iEMR7+L.jpg,1600,1600,KEEP_SHARED,FLAVOR_NEUTRAL_FREEZE_OR_FRIDGE_DIRECTIONS,1057,VK-ASSB-3YFK,B0H85FY28F,GALLERY_4,FLAVOR_NEUTRAL_SHARED_CONTEXT_MATCH,PB_HONEY|WHOLE_WHEAT_PB_GRAPE,,,REBUILD_GALLERY,MISSING_RECIPE_COMPONENT_COVERAGE|NON_EXACT_MULTI_FLAVOR_PROMO,ADD_PRODUCT_IMAGES_FOR_EVERY_RECIPE_COMPONENT|REMOVE_OR_REPLACE_NON_EXACT_MULTI_FLAVOR_PROMO
