ordinal,sku,asin,catalog_status,main_status,main_reason_codes,main_repair_readiness,gallery_status,gallery_planned_action,gallery_secondary_count,text_status,structured_status,amazon_pricing_status,amazon_observed_price,canonical_base_price,canonical_floor_price,canonical_price_basis,launch_status,launch_arm,launch_lever,channelmax_status,channelmax_observed_asin,channelmax_identity_exact_match,channelmax_model,channelmax_price,channelmax_floor,channelmax_ceiling,readiness,primary_blocker,blocker_codes,latest_evidence_at
11,BD-ASGH-LREJ,B0H86Z59DW,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H86Z59DW,true,Default,76.99,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
12,BH-AS7H-D4FV,B0H853MCYZ,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H853MCYZ,true,Default,66.98,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
13,BH-ASTN-S4XJ,B0H83ZRNCS,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|WRONG_NUTRITION_OR_VARIANT_TEXT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,72.14,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83ZRNCS,true,Default,72.14,70.88,86.08,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
14,BH-ASVY-CR8H,B0H83S368B,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,297.99,297.99,258.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83S368B,true,Default,297.99,284.4,345.34,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
15,BK-AS5Z-8UY5,B0H85JF1V1,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H85JF1V1,true,Default,76.99,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
16,BM-AS5J-3MQY,B0H83LSCQQ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,REFERENCE_READY_PENDING_EXPLICIT_CONTROLLED_GENERATION,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83LSCQQ,true,Default,0,271.91,330.16,NOT_PROVEN_IDEAL,MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_CONTROLLED_GENERATION_NOT_AUTHORIZED_OR_RUN|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
17,BQ-ASUE-NT37,B0H842HL49,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,GENERIC_OR_UNBRANDED_PACKAGE,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H842HL49,true,Default,66.98,70.88,86.08,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
18,BX-AS5P-6WQV,B0H83NM5PX,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|LOOSE_ICE_VISIBLE,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,297.99,258.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83NM5PX,true,Default,0,366.91,445.53,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
19,BY-ASY2-8UJJ,B0H83789KC,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,85.99,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83789KC,true,Default,85.99,76.26,92.6,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
20,CE-ASGK-ZRHM,B0H84651LM,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,GENERIC_OR_UNBRANDED_PACKAGE,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84651LM,true,Default,0,79.39,96.39,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
21,CK-ASUM-WT9W,B0H86PRTWS,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H86PRTWS,true,Default,76.99,72.88,88.51,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
22,CN-ASG6-892G,B0H8422DQ1,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,259.25,297.99,258.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H8422DQ1,true,Default,259.25,284.4,345.34,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
23,DA-ASF0-D7RG,B0H83VBTLT,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,6,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,220.1,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83VBTLT,true,Default,220.1,221.27,268.69,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
24,DF-ASQT-BLUQ,B0H83FKSN6,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,114.27,130.99,114.27,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_12,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83FKSN6,true,Default,114.27,114.59,139.15,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
25,DP-ASQ6-ZPZU,B0H83Y8JH7,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83Y8JH7,true,Default,76.99,71.64,86.99,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
26,DY-AS8W-6MJG,B0H82MKPRJ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,130.99,114.27,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_12,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82MKPRJ,true,Default,0,145.54,176.73,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
27,EF-AS4A-JCLU,B0H83XB855,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83XB855,true,Default,0,71.14,86.38,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
28,EJ-ASCD-8K87,B0H82PXWKS,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,220.1,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82PXWKS,true,Default,220.1,223.14,270.96,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
29,ER-ASRK-TPYQ,B0H84JH1WN,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84JH1WN,true,Default,76.99,72.88,88.51,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
